name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sasampleof;is_runnable;is_device;is_bios;biosof;is_mechanical;is_arcade;use_chds;savestate;source_file;first_emulator;first_emulator_date;last_emulator;last_emulator_date;players;buttons;coins;sound_channels;screens;display_type;display_rotate;screen_orientation;display_width;display_height;display_refresh;input_controls;monitor_type;chips_cpu;chips_cpu_details;chips_audio;chips_audio_details;driver_status;driver_emulation;driver_color;driver_sound;driver_graphic;driver_cocktail;driver_protection;dump_status;device_types;category;genre;serie;language;colors;has_device_refs;has_roms;has_disks;has_dip_switches;has_bios_sets;has_configs;has_ports;has_devices;has_slots;has_adjusters;has_soft_lists;has_ram_opts;has_cheats;nplayers;url_playonline;url_shortplays;url_shortplay_ms;game_rate;mature;on_top_score;on_bacheca_record;on_arcaworld;ranking;bestgame;alltime;cabinets;freeplay;short_title;
"stakwin2";"Stakes Winner 2";"1996";Saurus;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO;YES;NO;YES;neogeo/neogeo.cpp;"Mame 0.35b3";"1999-02-15";"Mame 0.254";"2023-04-27";2;4;2;2;1;RASTER;"0";HORIZONTAL;320;224;59.185606;"joystick (8-way)";"CRT 15kHz";"Motorola MC68000,Zilog Z80";"maincpu Motorola MC68000 @12 MHz, audiocpu Zilog Z80 @4 MHz";"YM2610 OPNB,Speaker";"ymsnd YM2610 OPNB @8 MHz, lspeaker Speaker, rspeaker Speaker";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;"memcard,cartridge";"Sports / Horse Racing";Sports;"Stakes Winner";English;-;YES;YES;NO;YES;YES;NO;YES;YES;YES;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=EdVtfj1NaRA";-;0;NO;NO;NO;YES;English;"50 to 60 (Not Good Enough)";-;"29049;29050";YES;"Stakes Winner 2";
starcas;"Star Castle (version 3)";"1980";Cinematronics;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;cinematronics/cinemat.cpp;"Mame 0.35b6";"1999-03-15";"Mame 0.254";"2023-04-27";1;2;1;1;1;VECTOR;"180";HORIZONTAL;0;0;38.000107;"joystick (2-way)";-;"Cinematronics CPU";"maincpu Cinematronics CPU @4.98075 MHz";"Speaker,Star Castle Sound Board,Netlist Sound Device";"mono Speaker, soundboard Star Castle Sound Board, soundboard:sound_nl Netlist Sound Device";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Field";Shooter;-;English;"Black & White Vectorial";YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";-;"https://www.youtube.com/watch?v=v7V-R-mmDq4";-;0;NO;NO;NO;NO;"Black & White Vectorial";"60 to 70 (Passable)";-;-;NO;"Star Castle";
starcrus;"Star Cruiser";"1977";Ramtek;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;ramtek/starcrus.cpp;"Mame 0.35b10";"1999-04-08";"Mame 0.254";"2023-04-27";2;3;2;1;1;RASTER;"0";HORIZONTAL;256;256;57.000000;"joystick (2-way)";"CRT 15kHz";"Intel 8080";"maincpu Intel 8080 @1.83333 MHz";"Speaker,Netlist Sound Device";"mono Speaker, sound_nl Netlist Sound Device";IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Field";Shooter;-;English;"Black & White";YES;YES;NO;YES;NO;NO;YES;NO;NO;YES;NO;NO;YES;"2P sim";https://archive.org/details/arcade_starcrus;"https://www.youtube.com/watch?v=mX9Jk2PSBfI";-;0;NO;NO;NO;NO;"Black & White";"30 to 40 (Amendable)";-;-;NO;"Star Cruiser";
starfigh;"Star Fighter (v1)";"1990";SunA;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;"suna/suna8.cpp";"Mame 0.74u2";"2003-10-06";"Mame 0.254";"2023-04-27";2;2;2;1;1;RASTER;"90";VERTICAL;256;224;60.000000;"joystick (8-way)";"CRT 15kHz";"Zilog Z80";"maincpu Zilog Z80 @6 MHz, audiocpu Zilog Z80 @6 MHz";"Speaker,YM3812 OPL2,AY-3-8910A PSG,Samples";"speaker Speaker, ymsnd YM3812 OPL2 @3 MHz, aysnd AY-3-8910A PSG @1.5 MHz, samples Samples";IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;-;"Shooter / Flying Vertical";Shooter;-;English;-;YES;YES;NO;YES;NO;YES;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=CKY9vMRkaVk";-;0;NO;NO;NO;NO;English;"70 to 80 (Good)";-;"29043;29031";NO;"Star Fighter";
starfire;"Star Fire (set 1)";"1979";Exidy;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;exidy/starfire.cpp;"Mame 0.31";"1998-04-25";"Mame 0.254";"2023-04-27";1;1;1;1;1;RASTER;"0";HORIZONTAL;256;224;59.824356;"joystick (analog)";"CRT 15kHz";"Zilog Z80,Netlist CPU Device";"maincpu Zilog Z80 @2.5 MHz, sound_nl Netlist CPU Device @1000 MHz";"Speaker,16-Bit R-2R Twos Complement DAC";"mono Speaker, dac 16-Bit R-2R Twos Complement DAC";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Flying 1st Person";Shooter;-;English;-;YES;YES;NO;YES;NO;YES;YES;NO;NO;YES;NO;NO;YES;"1P";https://archive.org/details/arcade_starfire;"https://www.youtube.com/watch?v=RSXRPNlOyrk";-;0;NO;NO;NO;NO;English;"50 to 60 (Not Good Enough)";"197x";-;NO;"Star Fire";
"starfir2";"Star Fire 2";"1979";Exidy;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;exidy/starfire.cpp;"Mame 0.94u1";"2005-03-07";"Mame 0.254";"2023-04-27";1;1;1;1;1;RASTER;"0";HORIZONTAL;256;224;59.824356;"joystick (analog)";"CRT 15kHz";"Zilog Z80,Netlist CPU Device";"maincpu Zilog Z80 @2.5 MHz, sound_nl Netlist CPU Device @1000 MHz";"Speaker,16-Bit R-2R Twos Complement DAC";"mono Speaker, dac 16-Bit R-2R Twos Complement DAC";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Flying 1st Person";Shooter;-;English;-;YES;YES;NO;YES;NO;YES;YES;NO;NO;YES;NO;NO;YES;"1P";-;"https://www.youtube.com/watch?v=G8IO_gWdqs0";-;0;NO;NO;NO;NO;English;"50 to 60 (Not Good Enough)";"197x";-;NO;"Star Fire 2";
starforc;"Star Force";"1984";Tehkan;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;tecmo/senjyo.cpp;"Mame 0.25";"1997-06-28";"Mame 0.254";"2023-04-27";2;1;2;1;1;RASTER;"90";VERTICAL;256;224;60.000000;"joystick (8-way)";"CRT 15kHz";"Zilog Z80";"maincpu Zilog Z80 @4 MHz, sub Zilog Z80 @2 MHz";"Speaker,SN76496,8-Bit R-2R DAC,Volume Filter";"speaker Speaker, sn1 SN76496 @2 MHz, sn2 SN76496 @2 MHz, sn3 SN76496 @2 MHz, dac 8-Bit R-2R DAC, volume Volume Filter";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Flying Vertical";Shooter;"Star Force";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";-;"https://www.youtube.com/watch?v=_a55dEPsWME";-;0;NO;NO;NO;NO;English;"70 to 80 (Good)";"1984";"29043;29031";NO;"Star Force";
starglad;"Star Gladiator Episode I: Final Crusade (USA 960627)";"1996";Capcom;YES;"coh1000c";NO;-;-;YES;NO;NO;"coh1000c";NO;YES;NO;NO;sony/zn.cpp;"Mame 0.78";"2003-12-25";"Mame 0.254";"2023-04-27";2;6;2;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"Sony CXD8530CQ,Zilog Z80";"maincpu Sony CXD8530CQ @67.7376 MHz, audiocpu Zilog Z80 @8 MHz";"Speaker,PlayStation SPU,QSound (HLE)";"lspeaker Speaker, rspeaker Speaker, spu PlayStation SPU @33.8688 MHz, qsound QSound (HLE) @60 MHz";IMPERFECT;GOOD;GOOD;IMPERFECT;IMPERFECT;GOOD;GOOD;NODUMP;-;"Fighter / Versus";Fighter;"Star Gladiator";English;-;YES;YES;NO;YES;YES;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=JL6QAFylrx8";-;60;NO;NO;NO;NO;English;"70 to 80 (Good)";-;-;NO;"Star Gladiator Episode I: Final Crusade";
stargrds;"Star Guards";"1987";"Bally Midway";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;"midway/mcr3.cpp";"Mame 0.56";"2001-11-01";"Mame 0.254";"2023-04-27";3;0;3;2;1;RASTER;"0";HORIZONTAL;512;480;30.000000;"double joystick (8-way)";"CRT 31kHz";"Zilog Z80,Motorola MC68000";"maincpu Zilog Z80 @5 MHz, sg:cpu Motorola MC68000 @8 MHz";"Speaker,Midway Sounds Good Sound Board,AD7533 DAC,Biquad Filter";"lspeaker Speaker, rspeaker Speaker, sg Midway Sounds Good Sound Board @16 MHz, sg:dac AD7533 DAC, sg:dac_filter2 Biquad Filter, sg:dac_filter1 Biquad Filter, sg:dac_filter0 Biquad Filter";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Field";Shooter;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"3P sim";-;"https://www.youtube.com/watch?v=VsVCgtvrtAA";-;0;NO;NO;NO;NO;English;"50 to 60 (Not Good Enough)";-;-;NO;"Star Guards";
starjack;"Star Jacker (Sega)";"1983";Sega;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;"sega/system1.cpp";"Mame 0.34b1";"1998-08-16";"Mame 0.254";"2023-04-27";2;2;2;1;1;RASTER;"270";VERTICAL;479;224;60.096154;"joystick (8-way)";"CRT 15kHz";"Zilog Z80";"maincpu Zilog Z80 @20 MHz, soundcpu Zilog Z80 @4 MHz";"Speaker,SN76489A";"mono Speaker, sn1 SN76489A @2 MHz, sn2 SN76489A @4 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Flying Vertical";Shooter;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";https://archive.org/details/arcade_starjack;"https://www.youtube.com/watch?v=LyZJWxPv_94";-;0;NO;NO;NO;NO;English;"50 to 60 (Not Good Enough)";-;"29043;29031";NO;"Star Jacker";
starsldr;"Star Soldier: Vanishing Earth";"1998";"Hudson / Seta";YES;"aleck64";NO;-;-;YES;NO;NO;"aleck64";NO;YES;NO;NO;"nintendo/aleck64.cpp";"Mame 0.111u6";"2007-01-29";"Mame 0.254";"2023-04-27";2;4;2;2;1;RASTER;"0";HORIZONTAL;640;240;60.000000;"joystick (8-way),joystick (analog)";"CRT 15kHz";"NEC VR4300 (big),Nintendo & SGI Reality Signal Processor RSP";"maincpu NEC VR4300 (big) @93.75 MHz, rsp Nintendo & SGI Reality Signal Processor RSP @62.5 MHz";"Speaker,DMA-driven DAC";"lspeaker Speaker, rspeaker Speaker, dac1 DMA-driven DAC, dac2 DMA-driven DAC";IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;-;"Shooter / Flying Vertical";Shooter;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"1P";-;"https://www.youtube.com/watch?v=2AgJRY9ghb4";-;0;NO;NO;NO;NO;English;"70 to 80 (Good)";"1998";-;NO;"Star Soldier: Vanishing Earth";
starswep;"Star Sweep (World, STP2/VER.A)";"1997";"Axela / Namco";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;"namco/namcos11.cpp";"Mame 0.71";"2003-07-04";"Mame 0.254";"2023-04-27";4;3;4;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"Sony CXD8530CQ,Namco C76 (M37702)";"maincpu Sony CXD8530CQ @67.7376 MHz, c76 Namco C76 (M37702) @16.9344 MHz";"Speaker,Namco C352";"lspeaker Speaker, rspeaker Speaker, c352 Namco C352 @25.4016 MHz";IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;-;"Puzzle / Misc.";Puzzle;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=4X5BHTaRrdw";-;0;NO;NO;NO;NO;English;"90 to 100 (Best Games)";-;-;NO;"Star Sweep";
startrek;"Star Trek";"1982";Sega;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;"sega/segag80v.cpp";"Mame 0.27";"1997-08-10";"Mame 0.254";"2023-04-27";1;4;2;1;1;VECTOR;"180";HORIZONTAL;0;0;40.000000;dial;-;"Zilog Z80,Intel 8035";"maincpu Zilog Z80 @3.86712 MHz, usbsnd:ourcpu Intel 8035 @6 MHz, speech:cpu Intel 8035 @3.12 MHz";"Speaker,Sega Universal Sound Board,Sega Speech Sound Board,GI SP0250 LPC";"speaker Speaker, usbsnd Sega Universal Sound Board, speech Sega Speech Sound Board, speech:sp0250 GI SP0250 LPC @3.12 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Flying 1st Person";Shooter;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";https://archive.org/details/arcade_startrek;"https://www.youtube.com/watch?v=WMDCWph74jg";-;0;NO;NO;NO;NO;English;"90 to 100 (Best Games)";"1982";"29043;29031";NO;"Star Trek";
voyager;"Star Trek: Voyager";"2002";"Team Play/Game Refuge/Monaco Entertainment";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;YES;NO;misc/voyager.cpp;"Mame 0.145u7";"2012-04-22";"Mame 0.254";"2023-04-27";1;105;2;2;1;RASTER;"0";HORIZONTAL;640;480;53.178707;keyboard;"CRT 31kHz";"Intel Pentium III,AM9517A";"maincpu Intel Pentium III @133 MHz, dma8237_1 AM9517A @4.772727 MHz, dma8237_2 AM9517A @4.772727 MHz";Speaker;"lspeaker Speaker, rspeaker Speaker";PRELIMINARY;PRELIMINARY;GOOD;PRELIMINARY;GOOD;GOOD;GOOD;BADDUMP;harddisk;"Shooter / Gun";Shooter;-;English;-;YES;YES;YES;YES;NO;NO;YES;YES;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Star Trek: Voyager";
startrgn;"Star Trigon (Japan, STT1 Ver.A)";"2002";Namco;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;"namco/namcos10.cpp";"Mame 0.104u4";"2006-03-02";"Mame 0.254";"2023-04-27";1;1;2;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;only_buttons;"CRT 31kHz";"Sony CXD8606BQ";"maincpu Sony CXD8606BQ @101.4912 MHz";"Speaker,PlayStation SPU,CD/DA";"lspeaker Speaker, rspeaker Speaker, spu PlayStation SPU @50.7456 MHz, ata:0:cdrom:cdda CD/DA @0.441 MHz";IMPERFECT;GOOD;GOOD;IMPERFECT;IMPERFECT;GOOD;GOOD;GOOD;cdrom;"Puzzle / Misc.";Puzzle;-;Japanese;-;YES;YES;NO;YES;NO;NO;YES;YES;NO;NO;NO;NO;YES;???;-;-;-;0;NO;NO;NO;NO;Japanese;-;-;-;NO;"Star Trigon";
starwars;"Star Wars (set 1)";"1983";Atari;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;atari/starwars.cpp;"Mame 0.27";"1997-08-10";"Mame 0.254";"2023-04-27";1;4;2;1;1;VECTOR;"0";HORIZONTAL;0;0;41.015625;"joystick (analog)";-;"Motorola MC6809E,Atari C012294 POKEY";"maincpu Motorola MC6809E @1.512 MHz, audiocpu Motorola MC6809E @1.512 MHz, pokey1 Atari C012294 POKEY @1.512 MHz, pokey2 Atari C012294 POKEY @1.512 MHz, pokey3 Atari C012294 POKEY @1.512 MHz, pokey4 Atari C012294 POKEY @1.512 MHz";"Speaker,Atari C012294 POKEY,TMS5220";"mono Speaker, pokey1 Atari C012294 POKEY @1.512 MHz, pokey2 Atari C012294 POKEY @1.512 MHz, pokey3 Atari C012294 POKEY @1.512 MHz, pokey4 Atari C012294 POKEY @1.512 MHz, tms TMS5220 @0.672 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Flying 1st Person";Shooter;"Star Wars";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"1P";-;"https://www.youtube.com/watch?v=J5X4AceZifo";-;0;NO;NO;NO;NO;English;"80 to 90 (Very Good)";"1983";-;NO;"Star Wars";
swa;"Star Wars Arcade (US)";"1993";Sega;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;"sega/model1.cpp";"Mame 0.81u1";"2004-04-02";"Mame 0.254";"2023-04-27";2;3;2;4;1;RASTER;"0";HORIZONTAL;496;384;57.524160;"joystick (analog),pedal";"CRT 25kHz";"NEC V60,Fujitsu MB86233 (TGP),Zilog Z80,Motorola MC68000";"maincpu NEC V60 @16 MHz, tgp_copro Fujitsu MB86233 (TGP) @16 MHz, ioboard:iocpu Zilog Z80 @4 MHz, m1audio:sndcpu Motorola MC68000 @10 MHz, dsbz80:mpegcpu Zilog Z80 @4 MHz";"Speaker,YM3438 OPN2C,Yamaha YMW-258-F,Sega Z80-based Digital Sound Board";"m1audio:lspeaker Speaker, m1audio:rspeaker Speaker, m1audio:ymsnd YM3438 OPN2C @8 MHz, m1audio:pcm1 Yamaha YMW-258-F @10 MHz, m1audio:pcm2 Yamaha YMW-258-F @10 MHz, dleft Speaker, dright Speaker, dsbz80 Sega Z80-based Digital Sound Board";IMPERFECT;GOOD;GOOD;IMPERFECT;IMPERFECT;GOOD;GOOD;BADDUMP;-;"Shooter / Flying 1st Person";Shooter;"Star Wars Arcade";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;"70 to 80 (Good)";"1993";-;NO;"Star Wars Arcade";
swtrilgy;"Star Wars Trilogy Arcade (Export, Revision A)";"1998";"Sega / LucasArts";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;"sega/model3.cpp";"Mame 0.89u1";"2004-11-28";"Mame 0.254";"2023-04-27";1;2;2;2;1;RASTER;"0";HORIZONTAL;496;384;57.524160;"joystick (analog)";"CRT 25kHz";"IBM PowerPC 603R,Motorola MC68000,Zilog Z80";"maincpu IBM PowerPC 603R @166 MHz, audiocpu Motorola MC68000 @11.2896 MHz, billboard:billcpu Zilog Z80 @8 MHz, comm_board:m3commcpu Motorola MC68000 @10 MHz";"Speaker,Yamaha YMF292-F SCSP";"lspeaker Speaker, rspeaker Speaker, scsp1 Yamaha YMF292-F SCSP @22.5792 MHz, scsp2 Yamaha YMF292-F SCSP @22.5792 MHz";PRELIMINARY;PRELIMINARY;GOOD;IMPERFECT;IMPERFECT;GOOD;GOOD;GOOD;-;"Shooter / Misc.";Shooter;"Star Wars Arcade";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"1P";-;-;-;0;NO;NO;NO;NO;English;-;"1998";-;NO;"Star Wars Trilogy Arcade";
swracer;"Star Wars: Racer Arcade";"2000";Sega;YES;hikaru;NO;-;-;YES;NO;NO;hikaru;NO;YES;NO;NO;sega/hikaru.cpp;"Mame 0.189";"2017-08-30";"Mame 0.254";"2023-04-27";0;0;0;0;1;RASTER;"0";HORIZONTAL;640;480;60.000000;-;"CRT 31kHz";"Hitachi SH-4 (little)";"maincpu Hitachi SH-4 (little) @200 MHz, slave Hitachi SH-4 (little) @200 MHz";-;-;PRELIMINARY;PRELIMINARY;GOOD;PRELIMINARY;GOOD;GOOD;GOOD;GOOD;-;"Driving / Race (chase view)";Driving;"Star Wars Arcade";English;-;YES;YES;NO;NO;YES;NO;YES;NO;NO;NO;NO;NO;YES;"1P";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Star Wars: Racer Arcade";
starblad;"Starblade (ST2, World)";"1991";Namco;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;"namco/namcos21_c67.cpp";"Mame 0.62";"2002-11-12";"Mame 0.254";"2023-04-27";1;4;2;2;1;RASTER;"0";HORIZONTAL;496;480;60.606061;"joystick (analog)";"CRT 31kHz";"Motorola MC68000,Motorola MC6809E,Mitsubishi M37450,Namco C67 (TMS320C25)";"maincpu Motorola MC68000 @12.288 MHz, slave Motorola MC68000 @12.288 MHz, audiocpu Motorola MC6809E @2.48 MHz, c68mcu:mcu Mitsubishi M37450 @8 MHz, namcos21dsp_c67:dspmaster Namco C67 (TMS320C25) @24 MHz, namcos21dsp_c67:dspslave0 Namco C67 (TMS320C25) @96 MHz, namcos21dsp_c67:dspslave1 Namco C67 (TMS320C25) @24 MHz, namcos21dsp_c67:dspslave2 Namco C67 (TMS320C25) @24 MHz, namcos21dsp_c67:dspslave3 Namco C67 (TMS320C25) @24 MHz";"Speaker,Namco C140,YM2151 OPM";"lspeaker Speaker, rspeaker Speaker, c140 Namco C140 @0.21333 MHz, ymsnd YM2151 OPM @3.579545 MHz";IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;-;"Shooter / Flying (chase view)";Shooter;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"1P";-;"https://www.youtube.com/watch?v=ziT4eE3ZOYo";-;0;NO;NO;NO;NO;English;"70 to 80 (Good)";"1991";-;NO;Starblade;
stargate;Stargate;"1981";"Williams / Vid Kidz";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;midway/williams.cpp;"Mame 0.23";"1997-06-02";"Mame 0.254";"2023-04-27";1;6;3;1;1;RASTER;"0";HORIZONTAL;292;240;60.096154;"joystick (2-way)";"CRT 15kHz";"Motorola MC6809E,Motorola MC6808";"maincpu Motorola MC6809E @1 MHz, soundcpu Motorola MC6808 @3.579545 MHz";"Speaker,MC1408 DAC";"speaker Speaker, dac MC1408 DAC";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Flying";Shooter;Defender;English;-;YES;YES;NO;NO;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";https://archive.org/details/arcade_stargate;"https://www.youtube.com/watch?v=NU2opOoHxDk";-;0;NO;NO;NO;NO;English;"90 to 100 (Best Games)";"1981";-;NO;Stargate;
starhawk;Starhawk;"1979";Cinematronics;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;cinematronics/cinemat.cpp;"Mame 0.35b6";"1999-03-15";"Mame 0.254";"2023-04-27";2;4;1;1;1;VECTOR;"180";HORIZONTAL;0;0;38.000107;"joystick (8-way)";-;"Cinematronics CPU";"maincpu Cinematronics CPU @4.98075 MHz";"Speaker,Star Hawk Sound Board,Netlist Sound Device";"mono Speaker, soundboard Star Hawk Sound Board, soundboard:sound_nl Netlist Sound Device";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Flying 1st Person";Shooter;-;English;"Black & White Vectorial";YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=v0HdmrCt0tM";-;0;NO;NO;NO;NO;"Black & White Vectorial";"30 to 40 (Amendable)";"197x";-;NO;Starhawk;
"starshp1";"Starship 1";"1977";Atari;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;"atari/starshp1.cpp";"Mame 0.62";"2002-11-12";"Mame 0.254";"2023-04-27";1;3;2;1;1;RASTER;"0";HORIZONTAL;512;240;60.114504;"joystick (analog)";"CRT 15kHz";"MOS Technology 6502";"maincpu MOS Technology 6502 @0.756 MHz";"Speaker,Discrete Sound";"mono Speaker, discrete Discrete Sound";IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Flying 1st Person";Shooter;-;English;Monochromatic;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"1P";-;"https://www.youtube.com/watch?v=DAsFzaCfd9U";-;0;NO;NO;NO;NO;Monochromatic;"50 to 60 (Not Good Enough)";"197x";-;NO;"Starship 1";
stealsee;"Steal See";"2000";"Moov Generation / Eolith";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;eolith/eolith.cpp;"Mame 0.144u7";"2012-01-29";"Mame 0.254";"2023-04-27";2;2;1;2;1;RASTER;"0";HORIZONTAL;320;240;60.000000;"joystick (8-way)";"CRT 15kHz";"hyperstone E1-32N,Intel 8032,Intel 8052";"maincpu hyperstone E1-32N @45 MHz, soundcpu Intel 8032 @12 MHz, qs1000:cpu Intel 8052 @24 MHz";"Speaker,QS1000";"lspeaker Speaker, rspeaker Speaker, qs1000 QS1000 @24 MHz";IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;GOOD;-;"Puzzle / Match";Puzzle;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;YES;NO;NO;NO;English;"70 to 80 (Good)";-;-;NO;"Steal See";
stlforce;"Steel Force";"1994";"Electronic Devices Italy / Ecogames S.L. Spain";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;edevices/stlforce.cpp;"Mame 0.58";"2002-02-05";"Mame 0.254";"2023-04-27";2;3;2;1;1;RASTER;"0";HORIZONTAL;366;240;58.000000;"joystick (8-way)";"CRT 15kHz";"Motorola MC68000";"maincpu Motorola MC68000 @15 MHz";"Speaker,OKI MSM6295 ADPCM";"mono Speaker, oki OKI MSM6295 ADPCM @1 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Maze / Shooter Large";Maze;-;English;-;YES;YES;NO;NO;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=bET7o20YV_U";-;0;NO;NO;NO;NO;English;"50 to 60 (Not Good Enough)";"1994";-;NO;"Steel Force";
sgunner;"Steel Gunner (Rev B)";"1990";Namco;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;"namco/namcos2.cpp";"Mame 0.68";"2003-05-15";"Mame 0.254";"2023-04-27";2;2;2;2;1;RASTER;"0";HORIZONTAL;288;224;60.606061;lightgun;"CRT 15kHz";"Motorola MC68000,Motorola MC6809E,Hitachi HD63705";"maincpu Motorola MC68000 @12.288 MHz, slave Motorola MC68000 @12.288 MHz, audiocpu Motorola MC6809E @2.48 MHz, c65mcu:mcu Hitachi HD63705 @2.48 MHz";"Speaker,Namco C140,YM2151 OPM";"lspeaker Speaker, rspeaker Speaker, c140 Namco C140 @0.21333 MHz, ymsnd YM2151 OPM @3.579545 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Gun";Shooter;"Steel Gunner";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=EG88CDlebxg";-;0;NO;NO;NO;NO;English;"70 to 80 (Good)";-;-;NO;"Steel Gunner";
